psoj03013,RNA transport,8,87,0.00033,Physo108304,Physo108701,Physo109057,Physo109580,Physo130224,Physo133412,Physo136856,Physo143625,Physo108304,Physo108701,Physo109057,Physo109580,Physo130224,Physo133412,Physo136856,Physo143625
psoj03008,Ribosome biogenesis in eukaryotes,6,57,0.0012,Physo108304,Physo109057,Physo109580,Physo130101,Physo141213,Physo143625,Physo108304,Physo109057,Physo109580,Physo130101,Physo141213,Physo143625
psoj03420,Nucleotide excision repair,4,30,0.0067,Physo108497,Physo109278,Physo134045,Physo142173,Physo108497,Physo109278,Physo134045,Physo142173
psoj00562,Inositol phosphate metabolism,4,49,0.0236,Physo136746,Physo139746,Physo141411,Physo158462,Physo136746,Physo139746,Physo141411,Physo158462
psoj03018,RNA degradation,4,47,0.0236,Physo109759,Physo109760,Physo135412,Physo139993,Physo109759,Physo109760,Physo135412,Physo139993
psoj04070,Phosphatidylinositol signaling system,4,48,0.0236,Physo136746,Physo139746,Physo141411,Physo158462,Physo136746,Physo139746,Physo141411,Physo158462
psoj01100,Metabolic pathways,17,800,0.0333,Physo108780,Physo108881,Physo108894,Physo108941,Physo109524,Physo109759,Physo109760,Physo130468,Physo132002,Physo134045,Physo135687,Physo136746,Physo137994,Physo139746,Physo141411,Physo157550,Physo158462,Physo108780,Physo108881,Physo108894,Physo108941,Physo109524,Physo109759,Physo109760,Physo130468,Physo132002,Physo134045,Physo135687,Physo136746,Physo137994,Physo139746,Physo141411,Physo157550,Physo158462
psoj03030,DNA replication,3,30,0.0333,Physo132002,Physo134045,Physo142173,Physo132002,Physo134045,Physo142173
psoj04145,Phagosome,3,34,0.0358,Physo119319,Physo128245,Physo157394,Physo119319,Physo128245,Physo157394
psoj00561,Glycerolipid metabolism,3,40,0.0489,Physo137994,Physo144477,Physo157550,Physo137994,Physo144477,Physo157550
psoj04144,Endocytosis,4,79,0.0489,Physo132275,Physo139746,Physo143969,Physo158462,Physo132275,Physo139746,Physo143969,Physo158462
